SSO_ID,INSPKEY,SERVNO,REPORTDATE,SPILL_ADDRESS,SPILL_ST_NAME,TOTAL_GAL,GALSRET,GAL,SPILL_START,SPILL_STOP,HRS,CAUSE,COMMENTS,ACTIONS,WATERSHED,UNITID,UNITID2,DISCHARGE_TO,DISCHARGE_ROUTE,COUNCIL_DISTRICT,FERGUSON,Month,Year,Week,EARZ_ZONE,Expr1029,PIPEDIAM,PIPELEN,PIPETYPE,INSTYEAR,DWNDPTH,UPSDPTH,Inches_No,RainFall_Less3,SPILL ADDRESS,SewerAssetExp,NUM_SPILLS_COMPKEY,NUM_SPILLS_24MOS,PREVSPILL_24MOS,UNITTYPE,ASSETTYPE,LASTCLND,ResponseTime,ResponseDTTM,Public Notice,TIMEINT,Root_Cause,STEPS_TO_PREVENT,SPILL_START_2,SPILL_STOP_2,HRS_2,GAL_2,SPILL_START_3,SPILL_STOP_3,HRS_3,GAL_3
6551,,2605647,1/6/19,6606,SWISS OAKS,48000,0,48000,1/6/2019 10:00:00 PM,1/7/2019 2:00:00 AM,4,Structural,,MONITORED AREA,LEON CREEK,903059,71380,CREEK BED - Spilled Into Leon Creek,LEON CREEK,6,208B8,1,2019,2,0,RAIN EVENT,42,1301,RCP,1973,,,,,SWISS OAKS 06606,,11,9,26-Dec-18,OUTFALL,Sewer Main,,0.00,06-Jan-19,FALSE,,RAIN EVENT,"Capacity Project, ",,,0.00,0,,,0.00,0
6549,549819,,1/5/19,100,IRA LEE RD,8500,0,8500,1/5/2019 6:10:00 PM,1/5/2019 9:00:00 PM,2.833333333,Structural,,MONITORED AREA,SALADO CREEK,48128,47427,CREEK BED - Spilled Into Salado Creek,SALADO CREEK,10,192C3,1,2019,1,0,RAIN EVENT,42,152,RCP,1965,,,,,100 IRA LEE RD,,5,2,02-Jan-19,OUTFALL,Sewer Main,,1.08,05-Jan-19,FALSE,120,RAIN EVENT,"Capacity Project, ",,,0.00,0,,,0.00,0
6547,549393,,1/2/19,500,GROOS AVE,194,0,194,1/2/2019 12:06:00 PM,1/2/2019 3:20:00 PM,3.233333333,Debris,"Spill ContainedArea Cleaned and DisinfectedFlushed Area with H2O, Unstopped Main, ",CLEANED MAIN,DOS RIOS,92687,92579,STREET,None,3,231C8,1,2019,1,0,DEBRIS,6,8.7,DIP,1948,,,,,500 Groos Ave,,4,1,,SIPHON,Sewer Main,,3.15,02-Jan-19,FALSE,12,DEBRIS,"Increase FCS, ",,,0.00,0,,,0.00,0
6548,,2601852,1/2/19,100,IRA LEE RD,14680,0,14680,1/2/2019 10:03:00 PM,1/3/2019 4:10:00 AM,6.116666667,I/I,,Diluted By Heavy Rainwater,SALADO CREEK,48128,47427,CREEK BED - Spilled Into Salado Creek,SALADO CREEK,10,192C3,1,2019,1,0,RAIN EVENT,42,152,RCP,1965,,,,,IRA LEE RD 100,,4,1,,OUTFALL,Sewer Main,,0.28,02-Jan-19,FALSE,120,RAIN EVENT,"Capacity Project, ",,,0.00,0,,,0.00,0
6542,548842,,12/27/18,1538,CLOWER ST,2175,0,2175,12/27/2018 10:53:00 AM,12/27/2018 12:20:00 PM,1.45,Debris,"Area Cleaned and DisinfectedFlushed Area with H2O, Unstopped Main, ",CLEANED MAIN,DOS RIOS,2318,1978,STORMDRAIN,None,1,190C8,12,2018,52,0,DEBRIS,8,205,PVC,1986,,,,,1538 Clower,,2,1,,GRAVITY,Sewer Main,,0.37,27-Dec-18,FALSE,24,DEBRIS,"Increase FCS, ",,,0.00,0,,,0.00,0
6545,,2597421,12/27/18,346,J ST,50,,50,12/27/2018 10:35:00 AM,12/27/2018 10:45:00 AM,0.166666667,Structural,,CLEANED MAIN,DOS RIOS,42854,42855,STREET,NONE,2,231F3,12,2018,52,0,STRUCTURAL,8,288,CP,2004,,,,,J ST 00346,,1,1,,GRAVITY,Sewer Main,,0.00,27-Dec-18,FALSE,3,STRUCTURAL,"Design Request, ",,,0.00,0,,,0.00,0
6544,548739,,12/26/18,5350,ENCANTA,4460,0,4460,12/26/2018 8:19:00 AM,12/26/2018 12:02:00 PM,3.716666667,Structural,,CLEANED MAIN,SALADO CREEK,50606,50525,DRAINAGE CULVERT,None,10,173A5,12,2018,52,0,STRUCTURAL,8,195.87,VCP,1971,,,,,5350 Encanta,,2,1,,GRAVITY,Sewer Main,,3.18,26-Dec-18,FALSE,24,STRUCTURAL,"Point Repair, ",,,0.00,0,,,0.00,0
6546,,2596868,12/26/18,6606,SWISS OAKS,815355,,815355,12/26/2018 3:45:00 PM,1/3/2019 7:00:00 PM,63.93,I/I,,MONITORED AREA,LEON CREEK,903059,71380,CREEK BED - Spilled Into Leon Creek,LEON CREEK,6,208B8,12,2018,52,0,RAIN EVENT,42,1301,RCP,1973,,,,,6606 Swiss Oaks,,10,9,24-Dec-18,OUTFALL,Sewer Main,,0.00,26-Dec-18,TRUE,,RAIN EVENT,"Capacity Project, ",,,0.00,0,,,0.00,0
6541,,2595715,12/24/18,6606,SWISS OAKS,24000,,24000,12/24/2018 4:30:00 PM,12/25/2018 12:30:00 AM,8,Structural,,MONITORED AREA,LEON CREEK,903059,71380,CREEK BED - Spilled Into Leon Creek,LEON CREEK,6,208B8,12,2018,52,0,RAIN EVENT,66,27.15,FRP,2014,,,,,6606 Swiss Oaks,,9,8,16-Dec-18,OUTFALL,Sewer Main,,0.00,24-Dec-18,FALSE,,RAIN EVENT,"Capacity Project, ",,,0.00,0,,,0.00,0
6543,548601,,12/24/18,10020,IH 10 W,701,0,701,12/24/2018 10:59:00 AM,12/24/2018 10:40:00 PM,11.68333333,Structural,Area Cleaned and Disinfected,CLEANED MAIN,DOS RIOS,6778,10200,STREET,None,8,169C8,12,2018,52,0,STRUCTURAL,8,400,VCP,1975,,,,,10020 IH 10 W,,1,1,,GRAVITY,Sewer Main,,0.00,24-Dec-18,FALSE,24,STRUCTURAL,"Point Repair, ",,,0.00,0,,,0.00,0
6540,548320,,12/21/18,6835,US HWY 90 W,15300,0,15300,12/21/2018 9:27:00 PM,12/22/2018,2.55,Debris,Area Cleaned and Disinfected,CLEANED MAIN,LEON CREEK,70329,84234,DRAINAGE CULVERT,None,6,228A3,12,2018,51,0,CONTRACTOR,12,102,PVC,1987,,,,,6835 US HWY 90 W,,1,1,,GRAVITY,Sewer Main,,0.30,21-Dec-18,FALSE,12,CONTRACTOR,"Increase FCS, ",,,0.00,0,,,0.00,0
6538,548164,,12/20/18,307,AZUCENA ST,41,0,41,12/20/2018 1:51:00 PM,12/20/2018 3:43:00 PM,1.866666667,Structural,"Spill ContainedArea Cleaned and DisinfectedFlushed Area with H2O, ",REPAIRED MAIN,DOS RIOS,17757,17596,STORMDRAIN,None,7,209A6,12,2018,51,0,STRUCTURAL,8,300,PVC,1982,,,,,307 Azucena St,,2,1,,GRAVITY,Sewer Main,,0.65,20-Dec-18,FALSE,24,STRUCTURAL,"Point Repair, ",,,0.00,0,,,0.00,0
6539,,2591391,12/18/18,7100,COVEL,270,0,270,12/18/2018 3:30:00 AM,12/18/2018 3:45:00 AM,0.25,Structural,,REPAIRED FORCE MAIN,MEDIO CREEK,98071,98072,GROUND,NONE,4,247D2,12,2018,51,0,STRUCTURAL,12,384.32,PVC,2005,,,,,COVEL 7100,,1,1,,FORCE,Sewer Main,,0.00,18-Dec-18,FALSE,,STRUCTURAL,,,,0.00,0,,,0.00,0
6537,547765,,12/17/18,112,CLAGGETT,320,0,320,12/17/2018 3:32:00 PM,12/17/2018 4:36:00 PM,1.066666667,Grease,"Spill ContainedArea Cleaned and DisinfectedFlushed Area with H2O, Unstopped Main, ",CLEANED MAIN,SALADO CREEK,92791,92249,GROUND,None,3,251F3,12,2018,51,0,GREASE,8,280,VCP,1989,,,,,112 Claggett,,1,1,,GRAVITY,Sewer Main,,0.75,17-Dec-18,FALSE,120,GREASE,"Increase FCS, ",,,0.00,0,,,0.00,0
6536,,2587948,12/16/18,6606,SWISS OAKS,16125,,16125,12/16/2018 3:30:00 PM,12/17/2018 2:15:00 AM,10.75,Structural,,MONITORED AREA,LEON CREEK,903059,71380,CREEK BED - Spilled Into Leon Creek,LEON CREEK,6,208B8,12,2018,51,0,RAIN EVENT,42,1301,RCP,1973,,,,,SWISS OAKS 06606,,8,7,07-Dec-18,OUTFALL,Sewer Main,,0.00,16-Dec-18,FALSE,,RAIN EVENT,"Capacity Project, ",,,0.00,0,,,0.00,0
6535,547552,,12/15/18,602,OLNEY DR,460,0,460,12/15/2018 12:54:00 PM,12/15/2018 1:40:00 PM,0.766666667,Debris,"Spill ContainedArea Cleaned and DisinfectedFlushed Area with H2O, Unstopped Main, ",CLEANED MAIN,SALADO CREEK,61141,49543,ALLEY,None,2,192A7,12,2018,50,0,STRUCTURAL,12,291.9,CP,1952,,,,,602 Olney Dr,,1,1,,GRAVITY,Sewer Main,,0.43,15-Dec-18,FALSE,3,STRUCTURAL,"Design Request, ",,,0.00,0,,,0.00,0
6532,547304,,12/13/18,5601,CREEKWOOD DR,16900,0,16900,12/13/2018 11:21:00 AM,12/13/2018 2:10:00 PM,2.816666667,Vandalism,Spill ContainedArea Cleaned and Disinfected,CLEANED MAIN,SALADO CREEK,50308,50307,DRAINAGE CULVERT,None,10,173C2,12,2018,50,0,VANDALISM,8,84.38,PVC,1981,,,,,5601 Creekwood Dr,,1,1,,GRAVITY,Sewer Main,,1.33,13-Dec-18,FALSE,24,VANDALISM,"Increase FCS, ",,,0.00,0,,,0.00,0
